day,elevation,flow_accumulation,geology,latitude,longitude,month,rainfall,slop,soil_type,station,year
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,8.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,9.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,2.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,38.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,10.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,44.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,10.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,15.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,14.6,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,14.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,11.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,15.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,3.2,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,14.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,3.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,5.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,11.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,4.2,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,12.0,2.4,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,2.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,1.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,35.2,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,8.3,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2017.0
